rank,name,state,revenue,growth,industry,workers,founded,yrs_on_list,previous_workers,metro,city
1081,Channel Factory,CA,63.6 Million,387.143,Advertising & Marketing,43,2010,5,35,Los Angeles,Beverly Hills
1082,Axiom Path,NC,2.1 Million,386.9726,IT Management,27,2014,1,3,Charlotte,Charlotte
1083,Agape Luxury Corp,NY,43.7 Million,386.8722,Logistics & Transportation,60,2012,1,25,New York City,Bronx
1084,TK Trailer Parts,TX,4.7 Million,386.871,Retail,12,2014,2,3,,Madisonville
1085,SaaSOptics,GA,4.3 Million,386.6766,Software,58,2009,2,7,Atlanta,Peachtree Corners
1086,Repsly,MA,4.5 Million,386.5655,Software,50,2008,1,15,Boston,Boston
1087,Newmedia,CO,9.9 Million,386.115,Advertising & Marketing,80,2001,4,30,Denver,Denver
1088,Towel Tracker,MI,2.5 Million,385.753,Business Products & Services,13,2009,1,10,,Grand Rapids
1089,Fountainhead Commercial Capital,FL,4.5 Million,385.2364,Financial Services,12,2015,1,4,"Orlando, FL",Lake Mary
1090,"Keystone Perfusion Services, PC",PA,3.2 Million,385.0933,Health,35,2012,1,8,,Mountain Top
1091,Credit Suite,FL,5.4 Million,384.7675,Business Products & Services,34,2014,1,6,Tampa,Land O' Lakes
1092,Avanti Industries,AZ,43.8 Million,384.7069,Manufacturing,280,2014,2,88,Phoenix,Glendale
1093,Beautique,SD,2.7 Million,384.4913,Retail,20,2014,1,4,,Brandon
1094,Zquared,MO,31.4 Million,384.4526,Retail,15,2010,1,7,"St. Louis, MO-IL",Saint Peters
1095,Vibe Kayaks,GA,10.3 Million,382.764,Consumer Products & Services,14,2013,2,7,Atlanta,Woodstock
1096,DataClover,GA,3.3 Million,382.4098,Software,22,2014,1,8,Atlanta,Atlanta
1097,Lone Cone,ID,14.4 Million,382.0109,Retail,18,2013,4,2,"Boise City-Nampa, ID",Boise
1098,Fresh Prints,NY,6.3 Million,381.9331,Consumer Products & Services,45,2009,3,4,New York City,New York
1099,Tek Leaders,TX,24 Million,381.3763,IT Management,226,2008,2,73,Dallas,Plano
1100,Swig,VA,17.7 Million,381.1845,Consumer Products & Services,24,2008,2,6,"Richmond, VA",richmond
1101,LensDirect.com,NY,6.9 Million,381.1284,Health,20,1992,3,5,New York City,Garden City
1102,Apex Air,WA,10.3 Million,381.1018,Construction,50,2014,2,19,,Vancouver
1103,Ignite Visibility,CA,9.4 Million,379.8407,Advertising & Marketing,55,2012,3,20,San Diego,San Diego
1104,Snapsheet,IL,37.3 Million,379.4527,Insurance,497,2010,1,120,Chicago,Chicago
1105,Freeus,UT,31.2 Million,379.0387,Security,30,2008,1,11,"Ogden-Clearfield, UT",Ogden
1106,DMA Holdings,NC,60.2 Million,378.6085,Manufacturing,84,2008,3,32,,Tabor CIty
1107,Resident360,CA,2.8 Million,378.3752,Real Estate,14,2011,1,4,San Diego,San Diego
1108,Core Living,MN,3.3 Million,377.6341,Real Estate,70,2013,1,5,Minneapolis,Minneapolis
1109,Encore Search Partners,TX,4.2 Million,377.4607,Human Resources,16,2010,2,6,Houston,Houston
1110,EnableIT,NY,21.9 Million,376.5794,Security,150,2010,2,70,New York City,New York
1111,Liquid Bottles,FL,7.3 Million,376.3898,Business Products & Services,16,2014,1,8,"Sarasota-Bradenton-Venice, FL",Bradenton
1112,PoliteMail Software,NH,5.9 Million,376.3429,Software,28,2006,2,10,Boston,Greenland
1113,Grain & Barrel Spirits,FL,3 Million,375.5141,Food & Beverage,11,2012,1,4,Miami,West Palm Beach
1114,United Energy Services,FL,16.6 Million,374.4754,Energy,15,2011,2,7,,Gainesville
1115,TaskUs,CA,254.2 Million,373.5557,Business Products & Services,14098,2008,7,4900,Los Angeles,Santa Monica
1116,Ceros,NY,14.6 Million,372.7533,Software,156,2012,2,37,New York City,New York
1117,Axle Logistics,TN,81.6 Million,372.3771,Logistics & Transportation,66,2012,4,19,,Knoxville
1118,Barratt Asset Management,IN,4 Million,372.0843,Real Estate,70,2010,2,12,"Indianapolis, IN",Indianapolis
1119,Zivelo,AZ,46.7 Million,371.5162,Computer Hardware,58,2008,5,25,Phoenix,Scottsdale
1120,Trinity Air Medical,AZ,8.5 Million,371.3171,Logistics & Transportation,40,2013,3,12,Phoenix,Tempe
1121,Nuvolo,NJ,12.2 Million,371.2684,Software,131,2014,2,44,New York City,Paramus
1122,Foundry Outdoors,NY,2.2 Million,371.031,Retail,6,2015,1,1,New York City,Brooklyn
1123,Vpak,NY,4.1 Million,370.7026,Advertising & Marketing,20,2010,2,7,New York City,East Hampton
1124,Buildout,IL,7.6 Million,370.6067,Software,74,2010,3,16,Chicago,Chicago
1125,MediaCrossing,CT,17.3 Million,370.5057,Advertising & Marketing,21,2012,2,11,"Bridgeport-Stamford-Norwalk, CT",Stamford
1126,Vinformatix,LA,3.2 Million,370.1826,Software,25,2008,1,10,"Baton Rouge, LA",Baton Rouge
1127,Splash,NY,14.2 Million,369.9685,Advertising & Marketing,147,2011,1,41,New York City,New York
1128,Connect Media,CA,2.3 Million,369.7252,Media,19,2014,1,4,Los Angeles,Los Angeles
1129,Construction Cost Management,TX,2.1 Million,369.5461,Engineering,15,1979,1,6,Dallas,Fort Worth
1130,Nextlink Internet,TX,25.6 Million,369.2529,Telecommunications,221,2012,2,38,Dallas,Hudson Oaks
1131,"College Hunks Hauling Junk and Moving (West Chester, Penn.)",PA,2.7 Million,369.2273,Consumer Products & Services,50,2011,2,15,Philadelphia,West Chester
1132,Verato,VA,12.8 Million,368.8942,Software,53,2012,1,35,"Washington, DC",McLean
1133,Spilt Ink SLC,UT,3.8 Million,368.1372,Manufacturing,42,2010,1,9,Salt Lake City,Salt Lake City
1134,Southwest Site Services,CA,5.2 Million,367.9867,Construction,40,2012,1,11,"Inland Empire, CA",RIVERSIDE
1135,Lever1,MO,116.6 Million,367.6074,Human Resources,25,2012,3,16,"Kansas City, MO-KS",Kansas City
1136,Siege Media,CA,5 Million,367.1459,Advertising & Marketing,62,2012,3,9,San Diego,San Diego
1137,Quiroga Law Office,WA,2.2 Million,367.1438,Government Services,42,2009,1,7,,Spokane Valley
1138,Bluechip Retail,NC,3.7 Million,366.8126,Consumer Products & Services,5,2015,1,1,Charlotte,Waxhaw
1139,Avtec Homes,FL,19.9 Million,366.722,Construction,19,2005,3,8,,Palm Bay
1140,BloomNation,CA,61.3 Million,366.0507,Software,48,2010,1,30,Los Angeles,Santa Monica
1141,Western Peaks Logistics,UT,50.6 Million,365.6395,Logistics & Transportation,185,2007,4,65,Salt Lake City,Salt Lake City
1142,360 Risk Partners Insurance Solutions,CA,2.2 Million,365.3979,Insurance,5,2012,1,9,,Sacramento
1143,Beauty Barrage,CA,6 Million,364.5423,Consumer Products & Services,24,2015,1,3,Los Angeles,Newport Beach
1144,Visual Computer Solutions,NJ,11.1 Million,363.6765,Software,25,1998,2,14,New York City,FREEHOLD
1145,Lexitas,TX,101.2 Million,363.1685,Business Products & Services,429,1987,5,78,Houston,Houston
1146,Purchasing Platform,IL,4.2 Million,363.016,Real Estate,18,2012,1,3,Chicago,Chicago
1147,Javelin Group,VA,10.4 Million,361.6793,Media,12,2012,1,5,"Washington, DC",Alexandria
1148,Big Idea Technology,NY,4.7 Million,361.4736,IT Management,20,2015,1,4,New York City,New York
1149,Total Technology Results,CA,33.7 Million,360.5031,Computer Hardware,78,2011,2,6,San Diego,San Marcos
1150,Clearview Business Intelligence,UT,4.5 Million,360.3298,Software,50,2012,2,20,"Ogden-Clearfield, UT",Roy
1151,Index Analytics,MD,9.8 Million,360.0022,Government Services,52,2012,2,10,Baltimore,Baltimore
1152,Expedition Technology,VA,8.6 Million,359.8569,Engineering,30,2013,2,10,"Washington, DC",Dulles
1153,Zuhne,TX,5.4 Million,359.3095,Consumer Products & Services,8,2015,1,2,Houston,Houston
1154,Ledge Lounger,TX,10.1 Million,359.2978,Consumer Products & Services,35,2011,3,7,Houston,Brookshire
1155,G2 Ops,VA,10.2 Million,359.1663,Engineering,70,2013,2,20,Virginia Beach,Virginia Beach
1156,WealthForge,VA,23.5 Million,359.1601,Financial Services,29,2009,2,44,"Richmond, VA",Richmond
1157,Logical Position,OR,47.3 Million,358.7645,Advertising & Marketing,501,2010,6,109,,Lake Oswego
1158,Digital Forensic Services,MD,2.1 Million,358.507,Government Services,18,2014,1,4,"Washington, DC",Greenbelt
1159,Farber & Company Attorneys,CA,3.7 Million,357.8345,Consumer Products & Services,32,2013,2,20,San Francisco,Oakland
1160,Catalyst Outdoor,PA,17.3 Million,357.7971,Advertising & Marketing,15,2009,1,20,Philadelphia,Newtown Square
1161,Payer Compass,TX,17.3 Million,356.8683,Health,69,2013,2,11,Dallas,Plano
1162,Local Web Leads,TX,11.6 Million,356.4651,Advertising & Marketing,16,2013,3,8,Austin,Austin
1163,Curate Partners,MA,18.1 Million,356.2134,Human Resources,19,2014,2,5,Boston,Stoneham
1164,UCW Logistics,SC,17.1 Million,356.0987,Logistics & Transportation,25,2014,2,13,"Greenville-Mauldin-Easley, SC",GREENVILLE
1165,Behavioral Health Works,CA,35.3 Million,355.7726,Health,2000,2009,6,1200,Los Angeles,Anaheim
1166,Scribe-X Northwest,OR,7 Million,355.4454,Health,257,2013,1,75,,Portland
1167,ALIRM,NJ,39.8 Million,355.2404,Consumer Products & Services,30,2014,1,18,New York City,Pine Brook
1168,Resolute Technologies,MD,15.6 Million,354.972,IT System Development,68,2013,2,23,Baltimore,Columbia
1169,Legwork Software,WA,388.9 Million,354.6374,Software,43,2007,1,7,,Wenatchee
1170,Zeel,NY,31 Million,354.2437,Consumer Products & Services,110,2010,3,35,New York City,New York
1171,Colorado Health & Rehab,CO,2.9 Million,353.2193,Health,37,2014,1,16,,Colorad Springs
1172,Wellflex Energy Solutions,TX,60.7 Million,353.1507,Energy,190,2013,2,40,Dallas,Rhome
1173,Lastline,CA,20.1 Million,352.9544,Security,99,2011,2,47,San Francisco,Redwood City
1174,Cloudbakers,IL,13.1 Million,352.8911,IT System Development,48,2010,5,16,Chicago,Chicago
1175,PPT Solutions (Oklahoma),OK,7.3 Million,352.8649,Business Products & Services,16,2013,2,5,"Tulsa, OK",Tulsa
1176,Northwestern Improvement Company,WA,2.9 Million,352.6441,Real Estate,24,2014,1,8,Seattle,Bellevue
1177,Ryan Geldermann,MD,2.3 Million,352.6062,Media,7,2011,1,1,Baltimore,Baltimore
1178,Innovetive Petcare,TX,29.2 Million,352.4729,Health,302,2015,1,87,Austin,CEDAR PARK
1179,Shearer,AL,6.4 Million,352.1534,Engineering,31,2000,7,13,"Huntsville, AL",Huntsville
1180,FireFly Computers,MN,75.6 Million,351.8709,Computer Hardware,64,2011,4,22,Minneapolis,Saint Paul
1181,Thin Air Brands,CO,2.3 Million,351.4951,Consumer Products & Services,1,2014,1,1,Denver,Parker
1182,SoHo Dragon,NY,6.8 Million,351.2027,IT System Development,60,2010,3,30,New York City,New York
1183,Southwest Geotechnical,NV,3.9 Million,351.0589,Engineering,33,2014,2,10,"Las Vegas, NV",Las Vegas
1184,The Aspire Software Company,MO,5.8 Million,349.9443,Software,40,2013,1,8,"St. Louis, MO-IL",Chesterfield
1185,EyeKor,WI,5.6 Million,349.857,Health,31,2012,2,7,"Madison, WI",Madison
1186,Stretch Shapes,OR,4.3 Million,349.2719,Business Products & Services,27,2009,1,11,,Eugene
1187,Premier Remodeling,UT,3 Million,349.2555,Construction,10,2014,1,3,"Ogden-Clearfield, UT",Layton
1188,Power Digital Marketing,CA,14.2 Million,349.1156,Advertising & Marketing,64,2012,3,23,San Diego,San Diego
1189,Ueno,CA,14.2 Million,348.6088,Advertising & Marketing,60,2014,1,5,San Francisco,San Francisco
1190,Industry Dive,DC,22.3 Million,348.4566,Media,119,2012,2,45,"Washington, DC",Washington
1191,HIDEit Mounts,NV,2.9 Million,348.4001,Consumer Products & Services,14,2012,2,4,,Reno
1192,AMMD,TX,12.1 Million,348.2961,Health,18,2015,2,3,Austin,Bee Caves
1193,Pegasus Technology Solutions,TX,26.6 Million,347.0508,IT Management,28,2015,1,8,Dallas,Frisco
1194,Jacaruso Enterprises,TX,12.3 Million,346.7221,Travel & Hospitality,128,2008,3,5,Austin,Round Rock
1195,Eventellect,TX,243.8 Million,345.8212,Business Products & Services,30,2009,9,10,Houston,Houston
1196,Tipalti,CA,13.3 Million,345.532,Software,135,2010,2,31,San Francisco,San Mateo
1197,Aevex Aerospace,CA,93.9 Million,345.4739,Government Services,470,2006,1,101,San Diego,Solana Beach
1198,Ncontracts,TN,12.4 Million,345.2307,Software,114,2009,1,76,Nashville,Brentwood
1199,Stone Glacier,MT,2.6 Million,344.9416,Consumer Products & Services,7,2012,1,2,,Bozeman
1200,Thrive Internet Marketing Agency,TX,6.3 Million,344.6516,Advertising & Marketing,78,2005,3,21,Dallas,Arlignton
1201,Eff Creative Group,NY,2.7 Million,343.9375,Advertising & Marketing,12,2013,3,7,New York City,New York
1202,Strike Visuals,UT,2.4 Million,343.089,Business Products & Services,22,2015,1,2,"Ogden-Clearfield, UT",Woods Cross
1203,BKM Capital Partners,CA,13.7 Million,342.4909,Real Estate,66,2013,1,16,Los Angeles,Newport Beach
1204,Federal Strategies,VA,4.1 Million,340.3644,Government Services,28,2014,2,15,"Washington, DC",Fredericksburg
1205,GenTech Associates,IN,4.2 Million,339.9573,Government Services,42,2005,2,11,"Indianapolis, IN",Avon
1206,Lima One Capital,SD,31.8 Million,339.226,Financial Services,130,2012,1,20,,Greenville
1207,MatterHackers,CA,16.7 Million,339.0965,Retail,49,2012,3,20,Los Angeles,Foothill Ranch
1208,iClick,WA,68 Million,339.0063,Business Products & Services,139,2001,4,51,Seattle,Seattle
1209,JDA Worldwide,IN,24.6 Million,338.9351,Advertising & Marketing,37,2003,4,43,"Indianapolis, IN",CARMEL
1210,Battery Recyclers of America,TX,10.7 Million,338.7988,Environmental Services,7,2009,1,4,Dallas,Dallas
1211,Oklahoma LED,OK,5.1 Million,338.6578,Construction,22,2012,3,2,"Tulsa, OK",Tulsa
1212,Creamistry,CA,20.4 Million,338.4163,Food & Beverage,1100,2013,2,200,Los Angeles,Yorba Linda
1213,Corkcicle,FL,59.8 Million,337.9921,Consumer Products & Services,40,2011,3,4,"Orlando, FL",Orlando
1214,Team Solutions Dental,FL,7 Million,337.9541,Manufacturing,51,2013,1,18,"Orlando, FL",sanford
1215,Dome Headwear,FL,2.7 Million,337.4377,Consumer Products & Services,8,2010,1,3,"Jacksonville, FL",Jacksonville Beach
1216,Fix It People,IL,2.1 Million,337.2098,Real Estate,12,2012,1,5,Chicago,Chicago
1217,MaxGen Energy Services,CA,69.4 Million,337.208,Energy,497,2009,4,63,Los Angeles,Costa Mesa
1218,Ben Kinney Real Estate Team,WA,19.9 Million,337.0329,Software,40,2008,3,14,,Bellingham
1219,Liberty Home Mortgage Corporation,OH,13.5 Million,336.8373,Financial Services,86,2014,1,22,Cleveland,Independence
1220,KBMax,TX,5.1 Million,336.7548,Software,22,2009,2,9,Austin,Austin
1221,ObservePoint,UT,11.8 Million,336.7168,Software,100,2007,1,80,"Provo-Orem, UT",Provo
1222,Thrive,MA,56 Million,336.6704,Engineering,247,2000,3,126,Atlanta,Foxborough
1223,What If Holdings,NJ,36.2 Million,336.3829,Advertising & Marketing,25,2012,3,16,New York City,Fort Lee
1224,GonLED,CA,9.5 Million,336.1923,Energy,4,2007,5,3,Los Angeles,Costa Mesa
1225,Digital Relativity,WV,6.3 Million,335.9451,Advertising & Marketing,19,2010,2,5,,fayetteville
1226,Mavrck,MA,3.4 Million,335.3006,Advertising & Marketing,54,2014,1,19,Boston,Boston
1227,Home Perfect Carpet & Tile Cleaning,CA,3 Million,334.9976,Construction,24,2012,1,6,"Inland Empire, CA",Temecula
1228,Field Industries,TX,2.4 Million,334.3362,Energy,6,2011,1,2,Houston,Houston
1229,Pure Incubation,MA,41.3 Million,334.2713,Advertising & Marketing,1382,2007,6,125,Boston,Topsfield
1230,TouchUpDirect,CA,5.3 Million,333.9779,Consumer Products & Services,16,2012,1,3,Los Angeles,Van Nuys
1231,Right at School,IL,25.2 Million,333.9525,Education,1400,2011,4,280,Chicago,Evanston
1232,Sorry Robots,CA,2.7 Million,333.9365,Consumer Products & Services,13,2012,1,4,San Francisco,Novato
1233,Central Point Partners,OH,4.3 Million,333.9364,IT Management,15,2012,1,10,"Columbus, OH",Westerville
1234,Ventive,ID,3.9 Million,333.8945,Software,15,2014,2,4,"Boise City-Nampa, ID",Boise
1235,Carrot,OR,5.3 Million,333.3127,Software,19,2013,2,5,,Roseburg
1236,Amplio Digital,CO,2.5 Million,333.1697,Advertising & Marketing,20,2014,2,9,"Boulder, CO",Boulder
1237,Dirt Wurx Excavation,OK,3.3 Million,333.0254,Construction,15,2008,2,3,"Tulsa, OK",wagoner
1238,Sayva Solutions,CA,10.2 Million,332.8824,Business Products & Services,30,2014,2,7,San Diego,San Diego
1239,C Squared Social,CA,2.3 Million,332.6995,Advertising & Marketing,29,2012,1,7,San Diego,Carlsbad
1240,U.Group,VA,50.3 Million,332.6485,IT System Development,250,2010,4,84,"Washington, DC",Arlington
1241,RWD Consulting,DC,23.6 Million,332.5542,Government Services,200,2004,2,45,"Washington, DC",Washington
1242,AGB Investigative Services,IL,24.2 Million,332.3668,Business Products & Services,680,2001,2,120,Chicago,Chicago
1243,Denken Solutions,CA,24.8 Million,331.9483,IT Management,250,2010,4,57,Los Angeles,Irvine
1244,Silotech Group,TX,18.3 Million,331.7701,Government Services,170,2008,5,35,"San Antonio, TX",San Antonio
1245,Moonglow Jewelry,FL,7.5 Million,331.4634,Retail,17,2012,2,3,Miami,Miami
1246,Decision Sciences Research Associates,CA,12.4 Million,331.2952,Advertising & Marketing,123,1982,3,100,Los Angeles,PASADENA
1247,Twelve Consulting Group,MN,7.7 Million,331.2035,IT Management,44,2013,1,8,Minneapolis,Minneapolis
1248,iArch Solutions,CT,2.1 Million,331.1737,IT Management,7,2013,1,2,"Bridgeport-Stamford-Norwalk, CT",Monroe
1249,Seawater Seafood Company,OR,6.8 Million,330.7916,Food & Beverage,6,2012,1,4,,NEWPORT
1250,Vert Digital,GA,8.5 Million,330.3058,Advertising & Marketing,30,2009,5,15,Atlanta,Atlanta
1251,CT Assist,VA,10.4 Million,330.0681,Health,70,2013,2,15,,Harrisonburg
1252,Fit Body Boot Camp,CA,8.2 Million,329.9085,Health,43,2011,4,15,Los Angeles,Chino Hills
1253,Nekteck,CA,10.5 Million,329.1726,Consumer Products & Services,16,2014,1,1,Los Angeles,ANAHEIM
1254,Expression Networks,DC,9.3 Million,329.1659,Government Services,82,1997,2,16,"Washington, DC",Washington D.C.
1255,Modern Message,TX,5.8 Million,328.779,Software,55,2012,3,11,Dallas,Dallas
1256,1-Call Staffing,AZ,9.7 Million,328.6504,Human Resources,1716,2013,2,695,,Kingman
1257,Pediatric Therapy,CO,101.6 Million,328.5581,Education,1420,2008,4,620,"Boulder, CO",Lafayette
1258,Crimson Agility,AZ,3.5 Million,328.3343,IT System Development,25,2014,1,6,Phoenix,Mesa
1259,Keystone Funding,DE,5.3 Million,328.3131,Real Estate,36,1996,1,12,,Dover
1260,SlideBelts,CA,12.3 Million,327.6844,Retail,48,2007,4,15,"Sacramento, CA",El Dorado Hills
1261,Credit Service Intl.,WI,2.1 Million,327.4785,Health,25,1962,1,3,Minneapolis,Hudson
1262,The Roman Guy,PA,6 Million,327.4049,Travel & Hospitality,75,2008,2,10,Philadelphia,Philadelphia
1263,Fyzical,FL,20.2 Million,326.8245,Health,105,2014,2,7,"Sarasota-Bradenton-Venice, FL",Sarasota
1264,Green Bay Remodeling,CA,7.6 Million,326.8112,Construction,20,2012,2,2,San Francisco,concord
1265,Nebulaworks,CA,2.4 Million,326.7477,Software,14,2014,1,5,Los Angeles,Irvine
1266,Trinity Logistics USA,NY,130.4 Million,325.0553,Logistics & Transportation,211,2007,4,49,New York City,Valley Stream
1267,PDQ.com Corporation,UT,19.4 Million,325.0092,Software,45,2001,1,15,Salt Lake City,Salt Lake City
1268,Bighorn Design Studio,WY,3.1 Million,324.9304,Consumer Products & Services,46,2015,1,7,,Sheridan
1269,Elevation Solar,AZ,40.5 Million,324.9178,Energy,136,2014,1,19,Phoenix,Gilbert
1270,Watterson,IL,52.2 Million,324.8831,Business Products & Services,30,2001,3,20,Chicago,Schaumberg
1271,Arch Systems,MD,21.3 Million,324.5026,Government Services,75,2006,5,25,Baltimore,Baltimore
1272,The Social Lights,MN,2.2 Million,324.3616,Advertising & Marketing,25,2011,1,6,Minneapolis,Minneapolis
1273,Doceo Office Solutions,PA,8.5 Million,324.3494,Business Products & Services,42,2004,2,19,,York
1274,Signs.com,UT,20.3 Million,323.8456,Business Products & Services,45,2012,3,15,Salt Lake City,Salt Lake City
1275,Disability Planners,UT,8.8 Million,323.7072,Insurance,60,2013,3,25,Salt Lake City,Murray
1276,Blue Label Labs,WA,4.8 Million,323.0921,Software,15,2011,3,3,New York City,Redmond
1277,Commercial Services,NC,16 Million,322.8211,Construction,123,1978,1,33,"Raleigh, NC",Morrisville
1278,1st Choice Construction Management,NC,14.2 Million,321.4537,Construction,29,2010,3,14,,Mooresville
